step,tag,value
0,train/reward,0.4812879264354706
0,train/actor_loss,0.027577823027968407
0,train/critic_loss,2.753931999206543
0,train/entropy,5.678266525268555
0,train/episode_length_steps,65.14088561324101
0,train/fps,1140.0892464410595
10,train/reward,0.4554135799407959
10,train/actor_loss,-0.008272465318441391
10,train/critic_loss,0.31075817346572876
10,train/entropy,5.415177822113037
10,train/episode_length_steps,69.56628546063276
10,train/fps,1677.9931175053896
20,train/reward,0.5119839906692505
20,train/actor_loss,-0.006894967053085566
20,train/critic_loss,0.5733428001403809
20,train/entropy,4.871798038482666
20,train/episode_length_steps,78.57416134743637
20,train/fps,1679.9425220597363
30,train/reward,0.5454672574996948
30,train/actor_loss,-0.0034561697393655777
30,train/critic_loss,1.366784930229187
30,train/entropy,4.340986728668213
30,train/episode_length_steps,94.69623408613141
30,train/fps,1671.0786039030534
40,train/reward,0.6122750639915466
40,train/actor_loss,-0.0033127160277217627
40,train/critic_loss,2.576817274093628
40,train/entropy,3.866769552230835
40,train/episode_length_steps,110.31779497136155
40,train/fps,1678.8470776434017
