epoch,env_steps,r_total,r_track,r_obs,crash_rate,entropy,actor_loss,critic_loss,enc_loss,density_mult
2800,91750400,1.9094829559326172,0,0,0.00079345703125,-2.7946600914001465,-0.0006159376353025436,3.000943660736084,0.015095559880137444,1.0
2900,95027200,1.8870587348937988,0,0,0.0008544921875,-2.8510499000549316,0.00021086796186864376,3.6053082942962646,0.016836630180478096,1.0
3000,98304000,1.9134372472763062,0,0,0.000701904296875,-2.938711643218994,0.003807546803727746,3.6574978828430176,0.02000170201063156,1.0
3100,101580800,1.9191968441009521,0,0,0.000701904296875,-3.0099081993103027,0.0018894793465733528,2.331786870956421,0.014678515493869781,1.0
3200,104857600,1.9141104221343994,0,0,0.0009765625,-3.059328556060791,0.01025131344795227,4.262932777404785,0.016882700845599174,1.0
3300,108134400,1.8753052949905396,0,0,0.00079345703125,-2.9701991081237793,0.0017495297361165285,3.6415724754333496,0.017006080597639084,1.0
3400,111411200,1.911602258682251,0,0,0.00079345703125,-3.025536060333252,-0.002111410489305854,4.36591100692749,0.01912928745150566,1.0
3500,114688000,1.8917733430862427,0,0,0.0009765625,-3.109013080596924,0.001233892748132348,3.652426242828369,0.01556185632944107,1.0
3600,117964800,1.8940455913543701,0,0,0.000640869140625,-3.294419765472412,0.005390938837081194,2.8449320793151855,0.013804009184241295,1.0
3700,121241600,1.886559009552002,0,0,0.00091552734375,-3.3359951972961426,0.00017705722711980343,6.674043655395508,0.015156222507357597,1.0
3800,124518400,1.8885934352874756,0,0,0.00067138671875,-3.5046792030334473,0.0012019481509923935,2.9246537685394287,0.013826258480548859,1.0
3900,127795200,1.8940465450286865,0,0,0.00067138671875,-3.7068772315979004,-0.000581234460696578,4.441216945648193,0.013825906440615654,1.0
4000,131072000,1.8929963111877441,0,0,0.000640869140625,-3.7288994789123535,0.003139446023851633,4.449826240539551,0.013832252472639084,1.0
4100,134348800,1.9059346914291382,0,0,0.000640869140625,-3.745008945465088,0.004832744598388672,2.762671947479248,0.012919553555548191,1.0
4200,137625600,1.9144866466522217,0,0,0.000579833984375,-3.7627053260803223,-0.0020315430592745543,5.008650779724121,0.011913727968931198,1.0
4300,140902400,1.9069994688034058,0,0,0.00103759765625,-3.7564845085144043,-0.001828251639381051,5.307013511657715,0.011933183297514915,1.0
4400,144179200,1.870891809463501,0,0,0.001129150390625,-3.702721118927002,-0.0023079554084688425,7.175604820251465,0.013745653443038464,1.0
4500,147456000,1.9000706672668457,0,0,0.00091552734375,-3.7629284858703613,0.0035202777944505215,4.319669723510742,0.01457829587161541,1.0
4600,150732800,1.8740246295928955,0,0,0.001068115234375,-3.7215466499328613,-0.0032260152511298656,4.280068397521973,0.012924417853355408,1.0
4700,154009600,1.9073030948638916,0,0,0.00067138671875,-3.6867032051086426,0.0009473706595599651,5.496232509613037,0.013200633227825165,1.0
4800,157286400,1.8980588912963867,0,0,0.00115966796875,-3.6360573768615723,-0.0015961816534399986,4.500070571899414,0.013522888533771038,1.0
4900,160563200,1.9269262552261353,0,0,0.000946044921875,-3.6268811225891113,0.004980763420462608,5.045588493347168,0.01227421686053276,1.0
5000,163840000,1.8980512619018555,0,0,0.00115966796875,-3.5792412757873535,0.00048067676834762096,6.634654998779297,0.013158338144421577,1.0
5100,167116800,1.9138898849487305,0,0,0.000823974609375,-3.592928409576416,-0.0008790830615907907,4.085206031799316,0.012457102537155151,1.0
5200,170393600,1.8772447109222412,0,0,0.001129150390625,-3.6674962043762207,-0.0009199769701808691,5.523171901702881,0.014166027307510376,1.0
5300,173670400,1.892204999923706,0,0,0.0010986328125,-3.688901424407959,-0.0003970060497522354,5.090250015258789,0.012905033305287361,1.0
5400,176947200,1.882326602935791,0,0,0.000823974609375,-3.7482991218566895,-0.002666586311534047,6.597487449645996,0.011568792164325714,1.0
5500,180224000,1.9185454845428467,0,0,0.001129150390625,-3.7436585426330566,-0.0032551484182476997,4.780489921569824,0.010791394859552383,1.0
5600,183500800,1.9215776920318604,0,0,0.001312255859375,-3.6083149909973145,-0.0035998369567096233,6.691459655761719,0.00990351289510727,1.0
5700,186777600,1.9018778800964355,0,0,0.000885009765625,-3.647456645965576,-0.003194766119122505,6.103545188903809,0.010389606468379498,1.0
5800,190054400,1.9127845764160156,0,0,0.000885009765625,-3.5839829444885254,0.002021745080128312,5.135342121124268,0.009800929576158524,1.0
